ItemName,Function,adjacentFunc
$emepgro,"""([$imntwest] - [$MSEPS]) / [$MSPRICE]""",['$MSEPS' '$MSPRICE' '$imntwest']
$emepgro2,"""if(screen($emepgro < 0),0.0,[$emepgro]) | 0.0""",['$emepgro']
$emnwdebt,"""([DEBT] - [DEBT on PDY-1]) / ([MCAP] x 1000.0)""",[]
$emebitev,"""([OINC]) / (([MCAP] x 1000.0) + [DEBT])""",[]
$gEUbz,"""if([$gEUb],[$gEUb],0.0)""",['$gEUb']
$gEUbaz,"""if([$gEUba],[$gEUba],0.0)""",['$gEUba']
$gEUsz,"""if([$gEUs],[$gEUs],0.0)""",['$gEUs']
$gEUsaz,"""if([$gEUsa],[$gEUsa],0.0)""",['$gEUsa']
$gEUbsr,"""([$gEUbnz] - [$gEUsnz]) / ([$gEUbnz] + [$gEUsnz])""",['$gEUbnz' '$gEUsnz']
$gEUbnz,"""if([$gEUbn],[$gEUbn],0.0)""",['$gEUbn']
$gEUsnz,"""if([$gEUsn],[$gEUsn],0.0)""",['$gEUsn']
$qlcmpenL,"""if(screen($qpenb = N.A.),0.0,[$qpenb] / [$qmcap])""",['$qmcap' '$qpenb']
$gEUbsrz,"""if([$gEUbsr],[$gEUbsr],0.0)""",['$gEUbsr']
$Mseacsz,"""if(screen(HOLDINGS in MEURO14 INDEX > 0),1.0,0.0)""",[]
$gEUbsa,"""[$gEUbaz] - [$gEUsaz]""",['$gEUbaz' '$gEUsaz']
$12m6Rett,"""([RETT from PDM-12 to PDM-6])""",[]
$gEUbsrm,"""[$gEUbsrd] / [MCAP]""",['$gEUbsrd']
$gEUbsrs,"""[$gEUbsrd] / sqrt([MCAP])""",['$gEUbsrd']
$qlcmcfep,"""[$qfcfe] / [PRICE]""",['$qfcfe']
$brmiss,"""[$nne2p] + [$nne2p2] + [$nne2p3] + [$nnb2p] + [$nnb2p3] + [$nnyld] + [$nn0yld] + [$nnpenr] + [$nnmcap] + [$nnvtile] + [$nnbeta] + [$nncpmrs] + [$nncpmr3] + [$nns2p] + [$nns2p3] + [$nnerev9] + [$nnegi] + [$nntorp1] + [$nnpmar2] + [$nnd2e] + [$nnd2e3] + [$nnroic] + [$nnrelst] + [$nnstrmn] + [$nnSRM_R] + [$nnSEQ_R] + [$nnADR] + [$nncf2p] + [$nncf2p3]""","['$nn0yld' '$nnADR' '$nnSEQ_R' '$nnSRM_R' '$nnb2p' '$nnb2p3' '$nnbeta'
 '$nncf2p' '$nncf2p3' '$nncpmr3' '$nncpmrs' '$nnd2e' '$nnd2e3' '$nne2p'
 '$nne2p2' '$nne2p3' '$nnegi' '$nnerev9' '$nnmcap' '$nnpenr' '$nnpmar2'
 '$nnrelst' '$nnroic' '$nns2p' '$nns2p3' '$nnstrmn' '$nntorp1' '$nnvtile'
 '$nnyld']"
$em6mom,"""log(1.0 + ([RETT from PDM-6 to PD] x 0.010))""",[]
$logbp,"""if(screen(BP <= .007),log(0.007),log([BP]))""",[]
$NotEU,"""if(screen($gregion3 <> EUR),0.0,1.0)""",['$gregion3']
$NotNA,"""if(screen($gregion3 <> NORTH),0.0,1.0)""",['$gregion3']
$NotJap,"""if(screen($gregion3 <> JAPAN),0.0,1.0)""",['$gregion3']
$emdemk,"""([DEBT] / 1000.0) / [MCAP]""",[]
$NotFE,"""if(screen($gregion3 <> FEAST),0.0,1.0)""",['$gregion3']
$lcmsize5,"""if(screen(HOLDINGS in RUSS1000 INDEX > 0),1.0,0.0)""",[]
$YIELDxNA,"""if(screen(YIELD > 100),100.0,if(screen(YIELD = N.A.),0.0,[YIELD]))""",[]
$avprice,"""avgxpad([PRICE],[PRICE on PDD-10],[PRICE on PDD-20],[PRICE on PDD-30],[PRICE on PDD-40])""",[]
$mscf2,"""([$mscf] - [$MSEP]) | 0.0""",['$MSEP' '$mscf']
$emrelstr,"""[RETTC from PDY-1 to PD]""",[]
$Grelstr2,"""[RETTC from PDY-1 to PD]""",[]
$3mMoAdj2,"""if([$3mMoAdj],if(screen($3mMoAdj > -99.9999),[$3mMoAdj],-99.9999),[$3mMoAdj])""",['$3mMoAdj']
$gEUbsaa,"""[$gEUbsa] / [MCAP]""",['$gEUbsa']
$emaccl,"""log(1.0 + 0.01 x [RETT from PDM-12 to PDM-1]) - log(1.0 + 0.01 x [RETT from PDM-24 to PDM-12])""",[]
$emmomlag,"""[RETT from PDM-24 to PDM-12]""",[]
$emadr2,"""[$emadr] | 0.0""",['$emadr']
$emlogm,"""log(1.0 + [MOMENTUM] x 0.010)""",[]
$qEPgro,"""([$qni] - [$qni on PDY-1]) / [$qmcap]""",['$qmcap' '$qni']
$qEPmom,"""[$qEPgro] - [$qEPgro on PDY-1]""",['$qEPgro']
$amihud1d,"""abs([RETTC from PDD-1 to PD]) / ([PRICE] x [MEDVOL 1])""",[]
$emliquid,"""([AVGVOL 25 hi:5 lo:5] / [SHSO]) x 2.50""",[]
$region,"""1.0""",[]
$lcmshsog,"""if(screen($shsoAdj <> N.A.),[$shsoAdj],if(screen(SHSO on PDY-1 = 1),0.0,log([SHSO] / [SHSO on PDY-1])))""",['$shsoAdj']
$emlogbp,"""if(screen($msbp < .007),log(0.007),log([$msbp]))""",['$msbp']
$gEUr,"""([$gEUA3bz] - [$gEUA3sz] + [$gEUb3bz] - [$gEUB3sz] + 0.50 x ([$gEUC3bz] - [$gEUC3sz] + [$gEUD3bz] - [$gEUD3sz])) / ([$gEUA3bz] + [$gEUA3sz] + [$gEUb3bz] + [$gEUB3sz] + 0.50 x ([$gEUC3bz] + [$gEUC3sz] + [$gEUD3bz] + [$gEUD3sz]))""","['$gEUA3bz' '$gEUA3sz' '$gEUB3sz' '$gEUC3bz' '$gEUC3sz' '$gEUD3bz'
 '$gEUD3sz' '$gEUb3bz']"
$gEUz,"""if([$gEUr],[$gEUr],0.0)""",['$gEUr']
$rpsmw,"""(([$qsales sum within portfolio: MWRLDXUS INDEX]) / ([SHSO sum within portfolio: MWRLDXUS INDEX])) x 1000.0""",['$qsales']
$numanlys,"""[$NUMDNFY1] + [$NUMUPFY1]""",['$NUMDNFY1' '$NUMUPFY1']
$wg04fcst,"""[$ge08fcst] | [$gj05fcst] | [$gp07fcst] | [$gn04fcst] | [$ii19fcst] | [$NA]""",['$NA' '$ge08fcst' '$gj05fcst' '$gn04fcst' '$gp07fcst' '$ii19fcst']
$noibes,"""if(screen($analyst = YES),1.0,0.0)""",['$analyst']
$emchgast,"""log([ASST] / [ASST on PDY-1])""",[]
$emsalegr,"""log([SALE] / [SALE on PDY-1])""",[]
$emdebtgr,"""log([DEBT] / [DEBT on PDY-1])""",[]
$emeqtygr,"""log([EQTR] / [EQTR on PDY-1])""",[]
$sps,"""[$MSSPS] | [$revpshar]""",['$MSSPS' '$revpshar']
$emchast2,"""([ASST] - [ASST on PDY-1]) / [MCAP] | 0.0""",[]
$IfPnRisk,"""if(screen($qlcmpenL <> 0),0.0,1.0)""",['$qlcmpenL']
$relstr6m,"""[RETT from PDM-6 to PD]""",[]
$relstr6l,"""[RETT from PDM-12 to PDM-6]""",[]
$relstr,"""[RETT from PDM-2 to PDM-12]""",[]
$dagl1fcs,"""if(screen(HOLDINGS in RUSS1000 INDEX > 0),[$da06fcst],if(screen(HOLDINGS in ELCUNIV > 0),[$de01fcst],if(screen(HOLDINGS in JLCUNIV > 0),[$ja05fcst],if(screen(HOLDINGS in PLCUNIV > 0),[$dap1fcst],if(screen(HOLDINGS in MEMERGEF INDEX > 0),[$ii13fcst],[$NA])))))""",['$NA' '$da06fcst' '$dap1fcst' '$de01fcst' '$ii13fcst' '$ja05fcst']
$rssec6,"""if([$rssec5],if(screen($rssec5 > -99.9999),[$rssec5],-99.9999),[$rssec5])""",['$rssec5']
$Rstarmin,"""[$Estarm2] | [$Estarmin]""",['$Estarm2' '$Estarmin']
$dg01fcst,"""[$de03fcst] | [$dn01fcst] | [$dp01fcst] | [$dj01fcst] | [$dm01fcst] | [$NA]""",['$NA' '$de03fcst' '$dj01fcst' '$dm01fcst' '$dn01fcst' '$dp01fcst']
$relstrb,"""[RETTC from PDM-2 to PDM-12]""",[]
$gEUslc3,"""if([$gEUALr],[$gEUALr],0.0) x 0.30 + if([$gEUBLr],[$gEUBLr],0.0) x 0.20 + if([$gEUDLr],[$gEUDLr],0.0) x 0.50""",['$gEUALr' '$gEUBLr' '$gEUDLr']
$eqnorm,"""([$eq2] - [$eq2 mean within portfolio: MEMERGEF INDEX]) / [$eq2 stddev within portfolio: MEMERGEF INDEX]""",['$eq2']
$starnorm,"""(([$stararmg] - [$stararmg mean within portfolio: MEMERGEF INDEX]) / [$stararmg stddev within portfolio: MEMERGEF INDEX]) | 0.0""",['$stararmg']
$emshtrm2,"""[$emcshtrm] | [$cshtrm]""",['$cshtrm' '$emcshtrm']
$vltynorm,"""([VOLTY] - [VOLTY mean within portfolio: MEMERGEF INDEX]) / [VOLTY stddev within portfolio: MEMERGEF INDEX]""",[]
$emalpha1,"""(0.50 x [$starnorm]) + (0.150 x [$epnorm]) + (0.150 x [$ebitnorm]) + (0.150 x [$yldnorm]) + (0.150 x [$eqnorm]) - (0.200 x [$vltynorm])""",['$ebitnorm' '$epnorm' '$eqnorm' '$starnorm' '$vltynorm' '$yldnorm']
$lcmdivgr,"""([IDIV] / [IDIV on PDY-1]) - 1.0""",[]
$dollarv,"""[$emcshtrm] x [$MSPRICE]""",['$MSPRICE' '$emcshtrm']
$emliq,"""([$dollarv] / [MCAP]) x 0.0010""",['$dollarv']
$eq2,"""[$emeq2] | 0.0""",['$emeq2']
$TCProxy,"""if(screen($MaxCost <> 0),0.0,[$MaxCost group: COUNTRY total within portfolio])""",['$MaxCost']
$dollarv2,"""if(screen($dollarv > 0),[$dollarv],0.0)""",['$dollarv']
$avgv,"""1.0 / ([AVGVOL 30 hi:6] x 100.0)""",[]
$wg06fcst,"""[$gn06fcst] | [$gp09fcst] | [$gj07fcst] | [$ge11fcst] | [$NA]""",['$NA' '$ge11fcst' '$gj07fcst' '$gn06fcst' '$gp09fcst']
$ADR_E_C,"""if(screen($ADR = 1),if(screen($Ecountre = LUXEM),0.0,if(screen($Ecountre = FRANC),1.0,if(screen($Ecountre = FINLD),2.0,if(screen($Ecountre = SPAIN),3.0,if(screen($Ecountre = BELGM),4.0,if(screen($Ecountre = IRELD),5.0,if(screen($Ecountre = NETHR),6.0,if(screen($Ecountre = PORTU),7.0,if(screen($Ecountre = SWITZ),8.0,if(screen($Ecountre = GERMN),10.0,if(screen($Ecountre = SWEDE),11.0,if(screen($Ecountre = GBR),12.0,if(screen($Ecountre = DNMRK),13.0,if(screen($Ecountre = ASTRI),14.0,if(screen($Ecountre = NORWA),15.0,if(screen($Ecountre = ITALY),16.0,if(screen($Ecountre = GREEC),17.0,9.0))))))))))))))))),9.0)""",['$ADR' '$Ecountre']
$wg06Efcs,"""[$gn06fcst] | [$gp09fcst] | [$gj07fcst] | [$ii19fcst] | [$ge11fcst] | [$NA]""",['$NA' '$ge11fcst' '$gj07fcst' '$gn06fcst' '$gp09fcst' '$ii19fcst']
$ELCsize,"""if(screen(HOLDINGS in ELCUNIV3 > 0),1.0,[$NA])""",['$NA']
$sharechg,"""[SHSO] / [SHSO on PDY-1]""",[]
$medvol21,"""[MEDVOL 21]""",[]
$dg03fcst,"""[$dg01fcst] x 6.0""",['$dg01fcst']
$cshtrm3,"""avg0([$cshtrm on LEM-1],[$cshtrm on LEM-2],[$cshtrm on LEM-3],[$cshtrm on LEM-4],[$cshtrm on LEM-5],[$cshtrm on LEM-6],[$cshtrm on LEM-7],[$cshtrm on LEM-8],[$cshtrm on LEM-9],[$cshtrm on LEM-10],[$cshtrm on LEM-11],[$cshtrm on LEM-12])""",['$cshtrm']
$lnciqmc,"""log([$ciqmcap])""",['$ciqmcap']
$emchshar,"""([$MSCLSHRS] | ([SHSO] x 1000.0)) / ([$MSCLSHRS on PDY-1] | ([SHSO on PDY-1] x 1000.0))""",['$MSCLSHRS']
$zero,"""0.0""",[]
$3yrmTREM,"""log(1.0 + ([$3yrmomem] / 100.0))""",['$3yrmomem']
$AvgCG,"""[$ITGcor3 median within portfolio: MEMERGEF INDEX]""",['$ITGcor3']
$AVGCGp,"""[$AvgCG] / [PRICE]""",['$AvgCG']
$ddreps,"""[$EPS] | [EPSY]""",['$EPS']
$emstariv,"""[$stariv] | [$stariv median within portfolio: MEMERGEF INDEX]""",['$stariv']
$ADR_EC2,"""if(screen($ADR = 1),if(screen($Enation = FRANC),0.0,if(screen($Enation = FINLD),1.0,if(screen($Enation = SPAIN),2.0,if(screen($Enation = BELGM),3.0,if(screen($Enation = IRELD),5.0,if(screen($Enation = NETHR),6.0,if(screen($Enation = PORTU),7.0,if(screen($Enation = SWITZ),8.0,if(screen($Enation = GERMN),9.0,if(screen($Enation = SWEDE),10.0,if(screen($Enation = GBR),11.0,if(screen($Enation = DNMRK),12.0,if(screen($Enation = ASTRI),13.0,if(screen($Enation = NORWA),14.0,if(screen($Enation = ITALY),15.0,if(screen($Enation = GREEC),16.0,5.0)))))))))))))))),5.0)""",['$ADR' '$Enation']
$psr,"""[MCAP] x 1000.0 / [SALE]""",[]
$ng3armg,"""[$nn3ARMG] | [$ne3ARMG] | [$nj3ARMG] | [$np3ARMG] | [$nm3ARMG]""",['$ne3ARMG' '$nj3ARMG' '$nm3ARMG' '$nn3ARMG' '$np3ARMG']
$dagl4fcs,"""if(screen(HOLDINGS in NALCUNIV > 0),[$dn01fcst],if(screen(HOLDINGS in ELCUNIV > 0),[$de02fcst],if(screen(HOLDINGS in JLCUNIV > 0),[$dj05fcst],if(screen(HOLDINGS in PLCUNIV > 0),[$dp01fcst],if(screen(HOLDINGS in MEMERGEF INDEX > 0),[$dm19fcst],[$NA])))))""",['$NA' '$de02fcst' '$dj05fcst' '$dm19fcst' '$dn01fcst' '$dp01fcst']
$ifNoYld,"""if(screen(YIELD <> 0),0.0,1.0)""",[]
$ng3distr,"""[$nn3distr] | [$ne3distr] | [$nj3distr] | [$np3distr] | [$nm3distr]""",['$ne3distr' '$nj3distr' '$nm3distr' '$nn3distr' '$np3distr']
$ciqmcap2,"""if(screen($ciqmcap <= 0),[MCAP],[$ciqmcap])""",['$ciqmcap']
$Edasiz93,"""if(screen(HOLDINGS in EACUNIV2 > 0),if(screen(HOLDINGS in UNI_RDS > 0),1.0,if(screen( cpmkval of MCAP on LEY-1 within portfolio: EACUNIV2 >= 90.000 | brank by MCAP on LEY-1 within portfolio: EACUNIV2 <= 800),0.0,1.0)),[$NA])""",['$NA']
$JAsize,"""if(screen(HOLDINGS in MSJAPAN INDEX > 0),1.0,0.0)""",[]
$wg03fcst,"""[$ge08fcst] | [$gj05fcst] | [$gp07fcst] | [$gn04fcst] | [$NA]""",['$NA' '$ge08fcst' '$gj05fcst' '$gn04fcst' '$gp07fcst']
$wgrdfcs2,"""([$wg03fcst] - [$wg03fcst group: $wgmodel mean within portfolio: MSWORLD INDEX])""",['$wg03fcst' '$wgmodel']
$ChDt2Pr,"""([$qdebt] - [$qdebt on PDY-1]) / [$ciqmcap]""",['$ciqmcap' '$qdebt']
$useu3,"""[$wd30fcst] | [$em4fcst] | [$dp01fcst] | [$dj01fcst] | [$dm01fcst] | [$NA]""",['$NA' '$dj01fcst' '$dm01fcst' '$dp01fcst' '$em4fcst' '$wd30fcst']
$actshare,"""abs([PMKVAL] - [PMKVAL in BENCHMARK]) / 2.0""",[]
$lcmtemp1,"""[PMKVAL] / [PMKVAL in BENCHMARK]""",[]
$na2fcst,"""[$wb66fcst] | [$wd30fcst]""",['$wb66fcst' '$wd30fcst']
$useu4,"""[$na2fcst] | [$em4fcst] | [$dp01fcst] | [$dj01fcst] | [$dm01fcst] | [$NA]""",['$NA' '$dj01fcst' '$dm01fcst' '$dp01fcst' '$em4fcst' '$na2fcst']
$ciqmcap,"""if(screen($realmcap > 0),[$realmcap],if(screen($qmcap > 0),[$qmcap],[MCAP]))""",['$qmcap' '$realmcap']
$Absd03rm,"""abs([$de03nmrm])""",['$de03nmrm']
$ng3reg,"""[$nn3Reg] | [$ne3Reg] | [$nj3Reg] | [$np3Reg] | [$nm3Reg]""",['$ne3Reg' '$nj3Reg' '$nm3Reg' '$nn3Reg' '$np3Reg']
$ESCsize,"""if(screen(HOLDINGS in ESCUNIV3 > 0),1.0,[$NA])""",['$NA']
$lcmmval,"""[PRICE on PDD-1] x ([HOLDINGS] - [HOLDINGS on PDD-1]) x 0.0010""",[]
$liquid,"""[HOLDINGS] / [MEDVOL 30 hi:6]""",[]
$empac,"""[$ii19fcst] | [$gp04fcst]""",['$gp04fcst' '$ii19fcst']
$gstmom1,"""if(screen(HOLDINGS in NAMLM > 0),[$rssec6],[$3mMoAdj2])""",['$3mMoAdj2' '$rssec6']
$ii19shrk,"""if(screen(CNTYMS = INDIA),0.250 x [$ii19fcst],[$ii19fcst])""",['$ii19fcst']
$dagl3fcs,"""if(screen(HOLDINGS in RUSS1000 INDEX > 0),([$da06fcst] - [$da06fcst mean within portfolio: RUSS1000 INDEX]) / [$da06fcst stddev within portfolio: RUSS1000 INDEX],if(screen(HOLDINGS in ELCUNIV > 0),([$de01fcst] - [$de01fcst mean within portfolio: ELCUNIV]) / [$de01fcst stddev within portfolio: ELCUNIV],if(screen(HOLDINGS in JLCUNIV > 0),([$ja06fcst] - [$ja06fcst mean within portfolio: JLCUNIV]) / [$ja06fcst stddev within portfolio: JLCUNIV],if(screen(HOLDINGS in PLCUNIV > 0),([$dap1fcst] - [$dap1fcst mean within portfolio: PLCUNIV]) / [$dap1fcst stddev within portfolio: PLCUNIV],if(screen(HOLDINGS in MEMERGEF INDEX > 0),([$ii13fcst] - [$ii13fcst mean within portfolio: MEMERGEF INDEX]) / [$ii13fcst stddev within portfolio: MEMERGEF INDEX],[$NA])))))""",['$NA' '$da06fcst' '$dap1fcst' '$de01fcst' '$ii13fcst' '$ja06fcst']
$daep,"""[EPSY] / [PRICE]""",[]
$darelst1,"""[RETT from PDY-1 to PD]""",[]
$JaSiz1,"""if(screen(HOLDINGS in MSJAPAN INDEX > 0),1.0,0.0)""",[]
$wg5sfcst,"""[$ge8sfcst] | [$gn4sfcst] | [$gp7sfcst] | [$gj5sfcst] | [$NA]""",['$NA' '$ge8sfcst' '$gj5sfcst' '$gn4sfcst' '$gp7sfcst']
$lcmsize6,"""if(screen( HOLDINGS in SAP500 INDEX > 0 | HOLDINGS in MSUS INDEX > 0 | HOLDINGS in RUSS1000 INDEX > 0),1.0,0.0)""",[]
$dagl5fcs,"""if(screen(HOLDINGS in NALCUNIV > 0),([$dn01fcst] - [$dn01fcst mean within portfolio: NALCUNIV]) / [$dn01fcst stddev within portfolio: NALCUNIV],if(screen(HOLDINGS in ELCUNIV > 0),([$de02fcst] - [$de02fcst mean within portfolio: ELCUNIV]) / [$de02fcst stddev within portfolio: ELCUNIV],if(screen(HOLDINGS in JLCUNIV > 0),([$dj05fcst] - [$dj05fcst mean within portfolio: JLCUNIV]) / [$dj05fcst stddev within portfolio: JLCUNIV],if(screen(HOLDINGS in PLCUNIV > 0),([$dp01fcst] - [$dp01fcst mean within portfolio: PLCUNIV]) / [$dp01fcst stddev within portfolio: PLCUNIV],if(screen(HOLDINGS in MEMERGEF INDEX > 0),([$dm19fcst] - [$dm19fcst mean within portfolio: MEMERGEF INDEX]) / [$dm19fcst stddev within portfolio: MEMERGEF INDEX],[$NA])))))""",['$NA' '$de02fcst' '$dj05fcst' '$dm19fcst' '$dn01fcst' '$dp01fcst']
$percap,"""[PER]""",[]
$brNmom,"""([MOMENTUM] - [MOMENTUM group: CNTYMS median within portfolio])""",[]
$brnep,"""([EP] - [EP group: CNTYMS median within portfolio])""",[]
$brnbp,"""[BP] - [BP group: CNTYMS median within portfolio]""",[]
$nemep,"""[EP] | [EP group: CNTYRISK median within portfolio: MSCIEM3] | [EP group: $Ggicsec median within portfolio: MSCIEM3]""",['$Ggicsec']
$nembp,"""[BP] | [BP group: CNTYRISK median within portfolio: MSCIEM3] | [BP group: $Ggicsec median within portfolio: MSCIEM3]""",['$Ggicsec']
$zroe,"""([ROE] - [ROE wtd_mean within portfolio: ACWI2]) / [ROE stddev within portfolio: ACWI2]""",[]
$Liqud,"""abs([RETT from PDD-1 to PD]) / ([PRICE] x [$jcCmpVlD])""",['$jcCmpVlD']
$ge71fcst,"""if(screen(HOLDINGS in ELCUNIV3 > 0),[$ge70fcst],[$fd82fcst])""",['$fd82fcst' '$ge70fcst']
$12to36mo,"""[RETT from PDM-36 to PDM-12]""",[]
$ii19sect,"""([$ii19fcst] - [$ii19fcst group: MSSECT mean within portfolio: MEMERGEF INDEX]) / [$ii19fcst group: MSSECT stddev within portfolio: MEMERGEF INDEX]""",['$ii19fcst']
$ii19cnty,"""([$ii19fcst] - [$ii19fcst group: CNTYMS mean within portfolio: MEMERGEF INDEX]) / [$ii19fcst group: CNTYMS stddev within portfolio: MEMERGEF INDEX]""",['$ii19fcst']
$dagl6fcs,"""if([$dagl4fcs],([$dagl4fcs] - [$dagl4fcs mean within portfolio: GLCUNIV]) / [$dagl4fcs stddev within portfolio: GLCUNIV],[$NA])""",['$NA' '$dagl4fcs']
$jm4fcst,"""[$ja06fcst]""",['$ja06fcst']
$gm4fcst,"""[$dagl5fcs]""",['$dagl5fcs']
$zpmar,"""([PFTM] - [PFTM wtd_mean within portfolio: ACWI2]) / [PFTM stddev within portfolio: ACWI2]""",[]
$zyld,"""([YIELD] - [YIELD wtd_mean within portfolio: ACWI2]) / [YIELD stddev within portfolio: ACWI2]""",[]
$sqrt,"""(sqrt([PMKVAL]))""",[]
$re100,"""100.0 x ([$sqrt] / [$sqrt sum within portfolio])""",['$sqrt']
$zde,"""([DEQR] - [DEQR wtd_mean within portfolio: ACWI2]) / [DEQR stddev within portfolio: ACWI2]""",[]
$salesp,"""([SALE] / [SALE group: MSINDUS sum within portfolio: MACWRLDF INDEX]) x 100.0""",[]
$zroe2,"""([ROE] - [ROE group: MSINDUS mean within portfolio: MACWRLDF INDEX]) / [ROE group: MSINDUS stddev within portfolio: MACWRLDF INDEX]""",[]
$mm4fcst,"""[$ii19fcst]""",['$ii19fcst']
$usfcst,"""[$dat5fcst]""",['$dat5fcst']
$na3fcst,"""[$da08fcst] | [$wd30fcst]""",['$da08fcst' '$wd30fcst']
$relstr1,"""[RETT from PDY-1 to PD]""",[]
$cachgsh,"""log([SHSO] / [SHSO on PDY-1])""",[]
$cachgdt,"""(([DEBT] - [DEBT on PDY-1]) / [ASST on PDY-1])""",[]
$casp,"""([SALE] / (([MCAP] x 1000.0) + [DEBT]))""",[]
$zpmar2,"""([PFTM] - [PFTM group: MSINDUS mean within portfolio: MACWRLDF INDEX]) / [PFTM group: MSINDUS stddev within portfolio: MACWRLDF INDEX]""",[]
$ztest,"""([YIELD] - [YIELD wtd_mean within portfolio: MSUS INDEX]) / [YIELD stddev within portfolio: MSUS INDEX]""",[]
$compliq,"""([HOLDINGS] / ([AVGVOL 30 lo:5] x 100.0))""",[]
$BidAsk2,"""0.0""",[]
$nafcst,"""[$usfcst] | [$dn01fcst]""",['$dn01fcst' '$usfcst']
$qperintg,"""[$qtangbp] / [$qLCMBP]""",['$qLCMBP' '$qtangbp']
$cayield,"""[YIELD] | 0.0""",[]
$qEPgro2,"""0.0""",[]
$qEPmom2,"""0.0""",[]
$mlmbp1,"""if(screen(HOLDINGS in EMOTHMLM > 0),[$msbp],[$qtangbp4])""",['$msbp' '$qtangbp4']
$g1yrMom,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: UNIVMLM],[MOMENTUM])""",[]
$lcmpefy1,"""[PRICE] / [$MEANFY1]""",['$MEANFY1']
$lcmpefy2,"""[PRICE] / [$MEANFY2]""",['$MEANFY2']
$lcmpetw,"""[PRICE] / [$Gmntwest]""",['$Gmntwest']
$qTorpAtl,"""([$qmntwest] - 1000.0 x ([$qni] / [SHSO])) / [PRICE]""",['$qmntwest' '$qni']
$g3yrmom,"""if(screen(RETT from PDM-36 to PD = N.A.),[RETT from PDM-36 to PD group: MSINDGRP median within portfolio: UNIVMLM],[RETT from PDM-36 to PD])""",[]
$is_SAPC,"""if(screen(HOLDINGS in SAP1500 INDEX > 0),1.0,if(screen(HOLDINGS in MSCANAD INDEX > 0),1.0,0.0))""",[]
$mlmyield,"""if(screen(HOLDINGS in EMOTHMLM > 0),[$MSGRUYLD],[YIELD])""",['$MSGRUYLD']
$lcmtestd,"""([$qmntwest] - [$qmntwest on PDM-3]) / [PRICE]""",['$qmntwest']
$lcmep,"""([$lcmcore] / [MCAP]) | [EP]""",['$lcmcore']
$lcmbp,"""([$lcmbook] / [MCAP]) | [BP]""",['$lcmbook']
$lcmcfp,"""(([$lcmfcfe] | [$lcafcfe]) / [MCAP]) | ([CFPS] / [PRICE])""",['$lcafcfe' '$lcmfcfe']
$lcmsp,"""([$lcmsales] / [MCAP]) | ([SALE] / (1000.0 x [MCAP]))""",['$lcmsales']
$lcmroic,"""([$lcmopft] | [$lcaebit] | ([OINC] / 1000.0)) / ([MCAP] + ([$lcmcap] | ([DEBT] / 1000.0)))""",['$lcaebit' '$lcmcap' '$lcmopft']
$lcmde,"""([$lcmdebt] | ([DEBT] / 1000.0)) / [MCAP]""",['$lcmdebt']
$lcmpenr,"""[$qpenb] / [MCAP]""",['$qpenb']
$lcmpmf2,"""([$lcmpmf] | [$lcapm]) | ([OINC] / [SALE])""",['$lcapm' '$lcmpmf']
$rssec5,"""[$relstr3m] - if(screen($namsize2 = 1),[$relstr3m group: MSINDGRP median within portfolio: NA12LG],[$relstr3m group: MSINDGRP median within portfolio: NA12SM])""",['$namsize2' '$relstr3m']
$ep,"""[EPSY] / [PRICE]""",[]
$ancover,"""[$NUMDNFY1] + [$NUMUPFY1]""",['$NUMDNFY1' '$NUMUPFY1']
$useu,"""[$dn01fcst] | [$em4fcst] | [$dp01fcst] | [$dj01fcst] | [$dm01fcst] | [$NA]""",['$NA' '$dj01fcst' '$dm01fcst' '$dn01fcst' '$dp01fcst' '$em4fcst']
$IfnoEP,"""if(screen(EP = N.A.),[$EdAvPE],0.0)""",['$EdAvPE']
$qtangbp2,"""if(screen($qtangbp = N.A.),[$qLCMBP],[$qtangbp])""",['$qLCMBP' '$qtangbp']
$qTorpAtF,"""if(screen($qTorpAt2 = N.A.),1.0,0.0)""",['$qTorpAt2']
$lcmtest3,"""[$de03nmrm on PDM-2] + [$de03nmrm on PDM-3] + [$de03nmrm on PDM-4] + [$de03nmrm on PDM-5] + [$de03nmrm on PDM-6]""",['$de03nmrm']
$stareqc2,"""[$stareqc] | 50.0""",['$stareqc']
$commcos,"""if(screen($Gregion <> NORTH),0.0005,(pow([PRICE],-1.0) x 0.015))""",['$Gregion']
$testp,"""pow(2.0,2.0)""",[]
$NAdasize,"""[$dasize] | [$Cdasiz90] | [$NA]""",['$Cdasiz90' '$NA' '$dasize']
$6mres,"""[$de03nmrm on LEM-1] + [$de03nmrm on LEM-2] + [$de03nmrm on LEM-3] + [$de03nmrm on LEM-4] + [$de03nmrm on LEM-5] + [$de03nmrm on LEM-6]""",['$de03nmrm']
$lcm6momM,"""[RETTC from LEM-7 to LEM-1]""",[]
$PriceReE,"""[PRICERES] | [$Gcapmre3] | 0.0""",['$Gcapmre3']
$gDDRfcst,"""[$aa95fcst] | [$aa96fcst] | [$aa97fcst] | [$aa98fcst] | [$aa99fcst]""",['$aa95fcst' '$aa96fcst' '$aa97fcst' '$aa98fcst' '$aa99fcst']
$useu6,"""[$de13fcst] | [$wd30fcst] | [$dp05fcst] | [$dj03fcst] | [$ii19fcst] | [$NA]""",['$NA' '$de13fcst' '$dj03fcst' '$dp05fcst' '$ii19fcst' '$wd30fcst']
